review,sentiment
widmark charact turn unintent comical!,0
lose marbl earli proceed total implaus unconvincing.,0
enough mess movi - pictur also mar constant use studio set indoor exteriors.,0
whatev prompt documentari beyond me!,0
(veri serious spoilers) movi huge disappointment.,0
mani problem dont know start.,0
cast great.,1
"steve martin deliv realli funni perform middle-aged, upper class, uptight white guy.",1
add betti white jean smart great cast - everyon play part realli well.,1
movi make lot serious mistakes.,0
"first all, enough racial stereotyp racial joke offend everyone.",0
movi litter overt racial slur toward black cast member return white depict moron boobs.,0
"put race card aside, let look major flaw film: destroy latifa character.",0
real plot.,0
wouldnt see movi free.,0
steamboat willi amaz import film cinema history.,1
second appear mickey mous (follow silent plane crazi earlier year) probabl famous film--most ground-breaking.,1
"yet hear mickey speak, ton sound effect music throughout film--someth take grant huge crowd pleaser 1928.",1
"however, see short 25 years, amaz timeless film actual is.",1
"ador see mickey play ""turkey straw"" high imagin (if occasion cruel) way.",1
clever real crowd-pleaser--thi film still rank among mickey best film even 80 wonder years.,1
"bipolar ruthless thug (one minut ruthless killer, next minut luv diaper commercial) complet unconvincing.",0
"i'm terribl disappoint film would receiv mani award accolades, especi far deserv work film there.",0
origin bodi soul (1947) masterpiece.,1
"john garfield, ann revere, lilli plmer, william conrad, canada lee...and film one greatest cinematograph ever grace screen..jam wong howe.",1
think redeem qualiti remake.,0
may bad film ever made.,0
bad...well...it bad.,0
"movi solid exampl bad plot very, bad idea way.",0
shame see good actor like thomerson jame make live mess like this.,0
thought bad.,0
"film terrible, credit 1986 version, watchable.",0
"let start problemsth acting, especi lead professor, very, bad.",0
script big flaw mess.,0
best exampl dumb write establish turn zombie-stud back human remov necklac contain piec meteorite.,0
"director paul matthews, also wrote/direct weak 1995 monster movi ""grim"", clear know pace films.",0
movi terribl bore places.,0
light awful.,0
film look cheap bland.,0
one disappoint aspect lack notabl gore.,0
"convent never work well past, certain work here.",0
visual effect awful.,0
cg open sequenc space look like could creat microsoft slideshow god sake!,0
"""explosion"" gas tank end awful.",0
"okay, like consid fair critic, i'll give credit credit due--th creatur effect actual pretti cool.",1
"gotta love close-up slimy, drool teeth!",1
"sum film up, ""breeders"" terrible, cheapli made horror movi avoid like ebola virus.",0
recommended.,0
"almost unbear watch screen, littl charisma, terribl comed timing.",0
"asid terribl lead, film load debits.",0
"understand suppos cheap popcorn comedy, mean complet insult intelligence, write incred hackney border offensive.",0
"lewi black consider talent wast too, incendiari unrestrained, pg-13 rate certain allow.",0
film sole bright spot jonah hill (who look almost unrecogniz fan recent superbad due amount weight lost interim).,1
"origin fresh first movi spent, remak littl els offer.",0
budget evid limited.,0
"reflect cast, also below-par script, borrow much earlier classic.",0
"however, decent acting, action locat work balanc thing up.",0
filmi less expansive.,0
fail convey broad sweep landscap great part original.,0
generally; lack imagination.,0
recommended.,0
possibl movi get wors this?,0
plot keep go first place.,0
"even women final show up, sign improvement; expect thing happen time film over, might far asleep.",0
"beware: trashi cult movie, trash -period!",0
can't believ there even sequel this!,0
precis give bad review!,0
"90 child, truli enjoy show proud say enjoy big time even classic wb cartoons.",1
"""tini toons"" kept 90 vibe deliv one popular, funny, underr cartoon ever created.",1
memori murki say enjoy everi singl episod product relat show.,1
"easily, none cartoon made laugh tender way (befor get dark sitcom orient teenagers).",1
charact funni peculiar true lead character.,1
everi singl charact hilari deserv call lead.,1
"everi element stori top, excess phoni contriv pain sit through.",0
"line seem written fifteen year old, though tri oh so, hard sound like fifteen year old would really, um, know, well... talk.",0
perabo nice energi level obvious comfort front camera.,1
simpli excus someth poor done.,0
saw movi thought stupid movie.,0
even stupid thought idea volcano los angeles?,0
"honest you, unbeliev nonsens foolish.",0
"conclusion, bother movi volcano los angel noth nonsense.",0
stori line awful!,0
painful!,0
accent absolut abysmal!,0
there also enough hypocrisi film make vomit.,0
wast time watch rubbish non-research film.,0
believ pitch black done well.,1
"charact interest want find longer movi goe on, think peopl surpris make it.",1
go watch it!,1
omit watch this.,0
funny!,1
rating: 3 10.,0
charact interest realli care them.,1
"instant classic, great soundtrack catchi song end credits.",1
miss it.,1
"master piec film-making, mani theme simmer occasion boil wart studi poet bohemian, self-indulg wartim year span aerial bombard london outward tranquil welsh coastal retreat - borderlin friendship, lust love, dedic art experi versus practic concerns, jealousy, rivalry, cowardic egot versus heroism self-sacrific more.",1
"mature, subtl script suggest occasion bring dramat focus under tension well serv perfect perform (apart odd inappropri smile keira knightley prone to, though perhap direct time charact often mention it).",1
"exquisit visual composit moment, invent eleg use close-up, camera angl lighting, includ pointillist faux home movi footage, wonder joy behold.",1
"continu beauti look bertolucci, relationship convinc narrat engag master work.",1
basic premis wast sinc sidelin inexplic focus documentari crew.,0
"regardless, film fail levels.",0
avoid costs.,0
"saw film christmas, great film was!",1
thought errol flynn brilliant custer sinc becom favourit actor!,1
act alongsid olivia de havilland brilliant end fantastic!,1
"alway known errol flynn brilliant actor dad favourit actor, grew watch film child.",1
watch film realis great actual was.,1
i'll give film 10 10!,1
"know jim o'connor energet nobodi could much him, georg well dull.",0
"realli seem want hosting; voice-ov monotonous, get involv guests.",0
"love littl thriller hitchcock, lot nice shenanigan surround murder spy, kidnap child, nasti church, foreign plot random taxidermists.",1
"jimmi stewart ever great hero hitchcock, stori rip along cool climax embassi function, lack brood menac hitchcock black white, low-budget original.",1
nevertheless yet anoth wonder film great master stable.,1
say film excel produc top rate typic sci fi film!,1
excel produc one sci-fi best produc scot vandiv !,1
"entertaining, nonetheless.",1
campi sort film that joy watch.,1
there bare bore moment film plenti humor parts.,1
cast alway entertain usual.,1
"overall, delight!",1
"movi mind-bend awful, even created.",0
film lack real scare tension & medic terminolog use throughout bit iffi say least & say insulin depend diabet myself.,0
least said act better.,0
movi excel job reveal complex task incred challeng face south africa.,1
believ everi one see movi think peopl outsid south africa understand past attempt truth reconcili process.,1
noth short magnific photography/cinematographi film.,1
"act fantastic, stori seamless woven together, dog splendid............. must rent, view, see.",1
afraid subtitles........ worth littl avers therapi 10/10,1
excel performance.,1
still good actor around!,1
also great direct photography.,1
"true shakespear, must shakespear fans.",1
"macbeth (jason connery) move tear final monolog (out brief candle, out)h gave sphere moral decay dark forc human face, make interesting.",1
"helen baxendal credibl ladi macbeth cheerful time sometim look like naughti girl, dead tast blood evil.",1
"love death decay, shakespear lyrics... one.",1
"witti delight adapt dr seuss book, brilliant anim upa finest thorough deserv academi award.",1
"special mention made superb music score sound effects, integr element help make memor enjoy cartoon.",1
"howev paul schrader inde made film ""about"" mishima superb & complex.",1
also notabl john bailey fine crisp beauti color cinematographi great product design & costum eiko ishioka went memor costum coppola dracula receiv well deserv oscar.,1
"even allow poor product valu time (1971) format (some kind mini-series), baaaaaad.",0
"unless visual ""collect"" extant film austen work, skip one.",0
"watch it, however, small consolations: actress play ann sister wonder job roles.",1
good.,0
"speak music, unbear predict kitchy.",0
film drop ball.,0
stun movie.,1
raw sublim moving.,1
"felt like gripping, intellig stage play (but without over theatric feel one actual get watch peopl stage) play everyon terror white lie escal monstrous consequences.",1
main player mesmerising.,1
tom wilkinson broke heart end... everyon els judg amount fumbl hanki hand go face among male femal alike.,1
julian fellow triumph again.,1
he nation treasure.,1
go see it!,1
excel film.,1
aerial scene well-done.,1
also right balanc war love.,1
"film give mean phrase, ""never histori human conflict much owe mani few.",1
kris kristoffersen good movi realli make difference.,1
good film great director!,1
definit one better documentari seen look famili relationship marriage.,1
"mani continu errors: one user comment differ car garage, joe glasses...th one got fact joe facial hair configur seem chang scene scene.",0
great movie.,1
10 10 stars.,1
can't see movi inspir anyon come overcom fear rejection.,0
bad actual worth see reason.,0
punish park brilliant piec cinema.,1
"shot southern california desert use patent faux documentari style, watkin creat film like other.",1
one peter watkin access films.,1
advis look it.,1
wont regret it!,1
high recommend a+,1
well... keep think bad is.,0
"mediocre, miserable, hollow, laughabl predict piec garbage.",0
case so bad laughable'.,0
") bad perform play angela bennett, comput expert home time.",0
"film nothing, pretext show ridicul action scenes.",0
aw is!,0
"still bad actress, repeat robot face move pictures.",0
"results, well, shame.",0
delet film mind!,0
one worst show time.,0
show would begin smart ass ed comment would total wall uncal for.,0
"fat comput geek unbelievable, bibl thumper, bad-ass girl, actors???",0
never heard except cole total unbeliev part.,0
"everi time open mouth expect hear, ""you see kids..."" pull plug merci kill horribl show.",0
stori unbeliev actors.,0
lame would best way describ it.,0
"stanwyck morgan perfect cast is, mani ways, modern equival dicken christma carol sensibility.",1
success film depend cast sydney greenstreet alexand yardley character.,1
attract set use throughout film eye-pleas gem.,1
"im big fan rpg game too, movie, disgrac self-respect rpger is.",0
"lines, cuts, audio, everyth wrong.",0
find better movi youtube.,0
"top line: wast time money one, bad comes.",0
"lassi movi ""put sleep"".... forever.",0
that i'd describ pain dreari time-wast film.,0
"mediocr everi aspect becom dull, uninterest mess, one forgett movi i'v seen.",0
"even achiev ""so-bad-it's-good"" ""so-bad-it's-memorable"" movie.",0
"empty, hollow shell movie.",0
"seriously, worth wast your, kid time on.",0
"avoid, avoid, avoid!",0
drive bark mad!,0
transfer good.,1
nice relax late night viewing.,1
movi full wonder danc (henc title!,1
") great music, terrif scenery.",1
"handl tough issu digniti grace, and, course, (shock spoiler here!",1
") happy, wonderful, feel good ending!",1
"point journey, journey touch everi member family.",1
one movi need see whenev come tv...never mind fact alreadi memorized!,1
noth new there.,0
done second movie.,0
movi almost action scene littl comedy.,0
plot hole pair fishnet stock direct edit astonish ham fisted.,0
earth iron film?,0
saw film recommend it.,1
"good plot, hold complet attention, act superb, tom wilkinson fantast emili watson also good.",1
"good film indeed, great uncondit love.",1
"tom wilkinson charact man prepar ordeal begin, take matter hand stori progresses, great actor give perform make feel charact anguish suffering.",1
"emili watson charact strong, give quick glanc understand everything.",1
"despit pan reviewers, like movie.",1
"fact, like better interview vampir like lestat (stuart townsend) better cruis attempt.",1
"aailiyah pretti good akasha, place compel (her first entranc mini danc scene).",1
"i'm big fan seri most due ann rice style, sensit treatments.",1
guess like detail dysfunction--h believable.,1
footbal scene end perplexing.,0
thought act skilled.,1
meredith better right.,1
charm film wonder sentiment heart.,1
rare film-mak take time tell worthi moral tale care love fall trap over syrupi indulgent.,1
nine ten truli love film.,1
earli film futur goremeist lucio fulci good addit giallo sub-genre.,1
one best italian thriller earli 70's.,1
standout scene.,1
scene strong unpleasant.,0
"technically, film well made impress camera-work, solid act effect music riz ortolani  particular good recur unaccompani femal vocal sound like come distant hill.",1
still wild stuff though high recommend fan giallo cinema.,1
movi interest begin end.,1
like way dustin hoffman charact readi everyth stay son.,1
movi also revealing.,1
"personally, think show peopl learn find compromis self without involv peopl issue.",1
boring.,0
"tire cliché lazi writing, come thick fast.",0
ps scene movi cool central charact find room blown up.,1
"fresh, subtle, rather sublim effect.",1
"italian review call ""a small, great film,"" that right.",1
"actor give wonder performance, especi jennif rubin jami harris, chang nervous starlet begin strang event part cool star.",1
"learn lot real insid emot peopl movie, lot movi busi itself.",1
"movi movi situat begin game play ""act coach"" fascinating.",1
also music mark snow possibl best score i'v ever heard.,1
forget movie!,1
film made?,0
film ultra-cheap look it.,0
result film look right.,0
none engag exciting.,0
plot nonsens interest slightest way uniqu it.,0
foreign worth one second time.,0
"saw child tv back 1973, ""the stranger"" love it.",1
duet astronaut doctor begin movi perfect exchang one consid movi made well cold war astronaut biggest fear crash ussr.,1
movi awesome!,1
"love it, realli scary.",1
love scream movi horror movi one rank way there.,1
want real scare rent one!,1
10/10,1
extraordinari film.,1
"courtroom drama, compelling, indict american justic system, frightening.",1
"film highlight fundament flaw legal process, discov guilt innocence, rather, present better court.",1
"film well paced, underst one best courtroom documentari i'v seen.",1
most routin fact-bas tv drama get boost fine perform cole.,1
"predictable, bad watch.",1
clear rang abil pull part.,1
carri movi well.,1
constantin give everyth right intens seem good understand under psycholog motivations.,1
"wonder inspir watch, hope get releas video dvd.",1
"piec trash ever releas beyond me: acting, story, characters, suppos special effects, etc...it wrong.",0
"fact, stinker smell like direct-to-video release.",0
avoid costs!,0
star trek v final frontier worst series.,0
"act involv includ like shatner nimoy bad wash make seem old look real life, special effect tacki like spock rescu kirk jet pack fall mountain.",0
attempt humor piti stori aw dosen't bear think basic involv vulcan steal enterpris find god (seriously) care film oh mention uhura belli danc distract male guards.,0
place good film garbage.,0
worst one series.,0
editing: edit film phenomen opinion.,1
"song could explain emot subject better, jay adam unfortun life subject talk, song old man neil young played, evok mani emotions.",1
cinematography: film shot interest way.,1
"cours footag 70s grainy, enhanc film.",1
film offer mani delight surprises.,1
"achill philippa beauti sing duet ""don giovanni"" perfect describ situat movie, appreci subtl layer excel film.",1
stori unfold 18th centuri jutland use period music play period instrument one fine touch.,1
share general loewenhielm exquisit joy partak caill en sarcophag even though watch movi - wish small sampl savor.,1
underst film leav last impression.,1
warmth generat contrast auster backdrop.,1
leav theater want go danc stars.,1
"acting, expect cast, top notch.",1
"charact flesh surpris well, particular grime blake, actor deliv sharpli script line right amount deadpan tongu cheek make dialogu hilari realistic.",1
"angus scrimm also turn good perform somewhat brief memor role gentl menacing, violin-play anatomist doctor quinn.",1
conclus - love it.,1
long time sinc entertain movie.,1
struggl find anyth bad say it.,1
"mark words, one cult film like evil dead 2 phantasm peopl still discov fall love 20, 30, 40 year line.",1
"pretti surpris wonder film made 1949, hollywood general collect head sand concern black white issu time.",1
"film deserv strong kudo take stand, except act most lesser-known cast super-intellig script insult audienc take easi way come white racism.",1
"plus, movi rather modest budget fast run time, amaz job!",1
juano hernandez (an except actor play support role mani film era) proud black man accus murder white man south.,1
trumbul love lucy).,1
see kid chance--it open amaz dialog far race relat come last 50 years.,1
see film can.,1
"year, however, remind us huston still top game evinc faith adapt jame joyc acclaim novella ""the dead.",1
"feelings, thoughts...gabriel discomfort dance...al intang leap life come within viewer grasp huston portrayal.",1
disappoint wonder could oscar shortlist.,0
slow.,0
lot hole plot: there noth becam emperor; noth spend 20 year childhood matur age.,0
) wast time.,0
end day one worst big-budget action movi i'v ever seen.,0
sure know make coher action movi screenwrit air forc one oblig write script big sum money.,0
one worst film ever seen.,0
i'm still tri get bad was.,0
movi possibl one creativ work horror ever.,1
"everyth could want... suspense, drama, comedy, confus subplots, nativ americans, brain eating... look be-all, end-al brainsuck movies, look further.",1
"great sound effects, impress special effects, can't recommend movi enough. 1 call nut, think one best movi ever. 1 great charact actor telli savala peter boyle. 1 1 hour 54 minut sheer tedium, melodrama horribl acting, mess script, sink feel good lord, thinking? 0 lot hole script. 0 like bad two hour tv movie. 0 imagin everi singl one decis made wrong. 0 dialogu atrocious. 0 act beyond abysmal. 0 everyth stinks. 0 troubl is, write direct make imposs establish thing make movi watchable, like character, story, theme on. 0 worse, there incred weak sub-plot thrown follow littl band latter-day mansonit go report who work stori anniversari killings. 0 dumb pointless, complet wast time. 0 short, bother movie. 0 spoil it, end pretti amazing. 1 best scene movi end, spoil it. 1 ever indic writer director abil meld two high volatil tempera seamless union creativity, it! 1 result powerhous achievement, made time perhap cultur disturb fascin celebrity, distort interpret fame. 1 film easili forgotten. 1 but, kevin spacey excellent, verbal tsunami buddi ackerman  total believ great actor. 1 script subtl comedi unmatch movi recent years. 1 charact interesting, even bit predictable. 1 high recommend ages, although younger set probabl appreci subtl references, certain appreci one galley scene particular! 1 great movie! 1 also stori act weak. 0 around 4 pm bought it, around 8pm start watch, around 8.15pm fast forward remain film see anyth left watchabl human brain... wasn't. 0 either way, sucks. 0 script horrend stupid. 0 stori start fast absolut suspens build-up slightest. 0 everyth captain howdi say either laughabl plain stupid. 0 hell kind crap that?! 0 then, there plot holes. 0 could drive semi truck holes! 0 linda cardellini thing good film. 1 pois amazing. 1 dee snider plain sucks. 0 can't act (one least scari villain ever seen), can't write (did write damn movi sleep? 0 bore throughout whole damn thing. 0 act sucks, music sucks, script sucks, pace sucks, special fx suck, direct sucks... basically, movi sucks. 0 film tri serious sophist thriller/horror flick fail miserably. 0 probabl one least effect utter unorigin film ever seen entir life. 0 piec cinemat garbag captur celluloid. 0 avoid costs. 0 rate film stinks, funny, fulci stay giallo supernatur zombi movies. 0 avoid film costs. 0 know happen season five, mess. 0 consist thread hold seri togeth amaz perform leni parker anita laselva two taelon quiet idealog conflict. 0 movi realli dislike. 0 one bore horror movi 90 main start slow center bore atmosphere. 0 puppet look realli cheesi , good way like puppet master 80 flicks. 0 stori lame, interest never realli explain sinist origin puppets. 0 death scene like previous movi f/x terrible. 0 felt asleep first time watch it, recommend insomniacs. 0 fact is, film wonderful, heartwarm tale two peopl chase dreams. 1 best part nurs betty"" unpredictability.",1
"director neil labut use brutal violenc seper dream reality, along touch drama, hilari comedy, never tell go happen next.",1
"otherwise, even wast time this.",0
one fail creat real suspense.,0
"killer, expect anyth origin even remot frightening.",0
"is, however, pretti good act (at least, type film).",1
i'm sorri realli can't recommend anyone.,0
"one boring,pointless movi ever seen.",0
secondari plot line incomprehens relat primari plot line mystifying.,0
hate it.,0
one worst sandra bullock movi sinc speed 2 quit bad.,0
"understand garbag got shelv movi store, even real movie!",0
high doubt anyon could ever like trash.,0
movie-making.,0
"act like watch wooden puppet move around read book, that bad is.",0
"warn you--do rent movie, dumbest thing never seen!",0
saw short film hbo day absolut love it.,1
realiz wonder short realli last two scenes.,1
excel short film.,1
"hopefully, director jame cox turn short featur length film cast, win us whole new film.",1
"agre jessica, movi pretti bad.",0
"charact one-dimensional, even good guy especi bad guys.",0
stori line total predictable.,0
"much dialogue, much music, whole film shot elabor aesthet like sculpture.",1
i'v seen soap opera intellig movie.,0
"bad characters, bad stori bad acting.",0
realli awful.,0
easi watch.,0
"funny, clever, hip - like pray previous film, hype!",1
long time see charismat actor screen.,1
paolo sorrentino written wonder stori loneli toni built one unforgett charact seen movi recent years.,1
movi complet perfect titta di girolamo stay long time vision movie.,1
rate movi 9/10.,1
"know emilio estevez directori debut, pacing, interplay develop charact well clever camera work surround charact estevez play suggest natur eye.",1
interplay martin emilio contain wonder chemistri saw wall street martin charlie.,1
"kathi bate wonder charact subtl desper escapism; variat charact ""at play field lord"".",1
reader alreadi seen one miyazaki films: still top form made anoth worthwhil experience.,1
"never condescends, charact good genuin heart believ problems.",1
two main charact may two believ children ever saw put screen.,1
"easi love, even easi identifi with.",1
movi great--especi enjoy visual arts.,1
sceneri two daughter paint photograph beautiful.,1
stori also funni poignant times.,1
"peopl like european film ""art movies"" like movie.",1
truli art movie--it actual lot art it.,1
go rent it.,1
"however, final watch film, realiz close mind brillianc depicts, also found watch again.",1
"one movi never ceas interest me, simpli keep alert, tri attempt deciph meanings.",1
brillianc indeed.,1
"like movi like matrix (and better yet, sequels) think appreci thought provoking, mindblow experi film give you.",1
think film like dream.,1
simpli beautiful.,1
rickman stow play role hilt tale children book writer who-- maybe?-- written subvers tract.,1
"glorious fun, fast pace fair accur portray night raver.",1
present idyl yet serious portray up down charact lives.,1
"whatev do, avoid ""groove"" antithesi good human traffic.",0
"bad everyon els involv share crow level dedic quality, did, we'd far better film hand sub-par mess.",0
movi seem littl slow first.,0
pick speed got right point.,1
"show exact govern scientist argu human reason ""gadget"".",1
enjoy it.,1
recommend friends.,1
particular pleas act abil dwight schultz.,1
"actor truli understand becom particular character, deliv convincing, sincer performance.",1
"on-screen chemistry, critic entir film, genuine.",1
"film dialogu natural, real life.",1
"writer, gorman bechard, undoubt homework refer industri character-ag appropriate.",1
incred soundtrack truli captur essenc film.,1
"track command sentiment, actual contribut scene characters.",1
definit worth see sort thought provok film forc question threshold loneliness.,1
"hayao miyazaki latest eighth film studio ghibili, ""gake ue ponyo"" (ponyo cliff sea) wonder fun imagin look childhood.",1
"time seem film anim domin disney/pixar cgi masterpieces, refresh comfort know miyazaki still reli tradit hand-drawn anim tell charm enchant stories.",1
enough said remark anim film.,1
art style appear crayon/pencil draw wonder color fanciful.,1
"act film, glad gonna drift away earth far possible!",0
"one want surf small wave space movi 1998 (deep impact armageddon), one fail everywhere.",0
choke vomit end (bi cheap drama worthless dialogue) must bore death wast time.,0
"still, make super end depict great sea vessel taken mighti frost.",1
"consid excel story, solid act look film ad bonuses.",1
"instead, got bore fest whiny, spoil brat babysitting.",0
"watch two sunday ago (march 20th, 2005) began realli enjoy time tape entir thing.",1
well act done tv movie.,1
judith light one favorit actress think superb job film!,1
keep watch over.,1
"sad movie, good.",1
"seen movie, definit recommend it!",1
"love usual, cutie!",1
still quit interest entertain follow.,1
;) recommend confidence!,1
movi well-balanc comedi drama thorough enjoy myself.,1
riot see hugo weav play sex-obsess gay real estat salesman use client hous tryst flame darren (tom hollander).,1
":) anyway, plot flow smooth male-bond scene hoot.",1
"open sequenc gem classic, cat n mous game follow delight watch.",1
fan genr heaven.,1
lang becom great actress.,1
look like wonder story.,1
never walk movi faster.,0
got bore watch jessic lang take cloth off!,0
"unfortunately, virtu film product work lost regrett script.",0
"word, embarrassing.",0
except bad!,0
insult one intellig huge wast money.,0
